"codigo_localidade"	"localidade"	"nome_localidade_pai"	"codigo_variavel"	"variavel"	"unidade"	"periodo"	"pop"	"ano"
"1205"	"398"	"Poá"	"Região Metropolitana de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	112820	"2017"
"1206"	"399"	"Poloni"	"Região de Governo de São José do Rio Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	5589	"2017"
"1207"	"400"	"Pompéia"	"Região de Governo de Marília"	"55"	"População"	"Não possui unidade"	"1980-2018"	20901	"2017"
"1208"	"401"	"Pongaí"	"Região de Governo de Lins"	"55"	"População"	"Não possui unidade"	"1980-2018"	3376	"2017"
"1209"	"402"	"Pontal"	"Região de Governo de Ribeirão Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	46869	"2017"
"1210"	"403"	"Pontes Gestal"	"Região de Governo de Votuporanga"	"55"	"População"	"Não possui unidade"	"1980-2018"	2524	"2017"
"1211"	"404"	"Populina"	"Região de Governo de Fernandópolis"	"55"	"População"	"Não possui unidade"	"1980-2018"	4058	"2017"
"1212"	"405"	"Porangaba"	"Região de Governo de Botucatu"	"55"	"População"	"Não possui unidade"	"1980-2018"	9031	"2017"
"1213"	"406"	"Porto Feliz"	"Região de Governo de Sorocaba"	"55"	"População"	"Não possui unidade"	"1980-2018"	50877	"2017"
"1214"	"407"	"Porto Ferreira"	"Região de Governo de São Carlos"	"55"	"População"	"Não possui unidade"	"1980-2018"	53361	"2017"
"1215"	"408"	"Potirendaba"	"Região de Governo de São José do Rio Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	16296	"2017"
"1216"	"409"	"Pradópolis"	"Região de Governo de Ribeirão Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	19925	"2017"
"1217"	"410"	"Praia Grande"	"Região de Governo de Santos"	"55"	"População"	"Não possui unidade"	"1980-2018"	301024	"2017"
"1218"	"411"	"Presidente Alves"	"Região de Governo de Bauru"	"55"	"População"	"Não possui unidade"	"1980-2018"	4044	"2017"
"1219"	"412"	"Presidente Bernardes"	"Região de Governo de Presidente Prudente"	"55"	"População"	"Não possui unidade"	"1980-2018"	13689	"2017"
"1220"	"413"	"Presidente Epitácio"	"Região de Governo de Presidente Prudente"	"55"	"População"	"Não possui unidade"	"1980-2018"	42060	"2017"
"1221"	"414"	"Presidente Prudente"	"Região de Governo de Presidente Prudente"	"55"	"População"	"Não possui unidade"	"1980-2018"	217290	"2017"
"1222"	"415"	"Presidente Venceslau"	"Região de Governo de Presidente Prudente"	"55"	"População"	"Não possui unidade"	"1980-2018"	37997	"2017"
"1223"	"416"	"Promissão"	"Região de Governo de Lins"	"55"	"População"	"Não possui unidade"	"1980-2018"	38481	"2017"
"1224"	"417"	"Quatá"	"Região de Governo de Tupã"	"55"	"População"	"Não possui unidade"	"1980-2018"	13599	"2017"
"1225"	"418"	"Queiroz"	"Região de Governo de Tupã"	"55"	"População"	"Não possui unidade"	"1980-2018"	3136	"2017"
"1226"	"419"	"Queluz"	"Região de Governo de Cruzeiro"	"55"	"População"	"Não possui unidade"	"1980-2018"	12285	"2017"
"1227"	"420"	"Quintana"	"Região de Governo de Tupã"	"55"	"População"	"Não possui unidade"	"1980-2018"	6355	"2017"
"1228"	"421"	"Rafard"	"Região de Governo de Piracicaba"	"55"	"População"	"Não possui unidade"	"1980-2018"	8852	"2017"
"1229"	"422"	"Rancharia"	"Região de Governo de Presidente Prudente"	"55"	"População"	"Não possui unidade"	"1980-2018"	28818	"2017"
"1230"	"423"	"Redenção da Serra"	"Região de Governo de Taubaté"	"55"	"População"	"Não possui unidade"	"1980-2018"	3843	"2017"
"1231"	"424"	"Regente Feijó"	"Região de Governo de Presidente Prudente"	"55"	"População"	"Não possui unidade"	"1980-2018"	19203	"2017"
"1232"	"425"	"Reginópolis"	"Região de Governo de Bauru"	"55"	"População"	"Não possui unidade"	"1980-2018"	7241	"2017"
"1233"	"426"	"Registro"	"Região de Governo de Registro"	"55"	"População"	"Não possui unidade"	"1980-2018"	54091	"2017"
"1234"	"427"	"Restinga"	"Região de Governo de Franca"	"55"	"População"	"Não possui unidade"	"1980-2018"	7218	"2017"
"1235"	"428"	"Ribeira"	"Região de Governo de Itapeva"	"55"	"População"	"Não possui unidade"	"1980-2018"	3264	"2017"
"1236"	"429"	"Ribeirão Bonito"	"Região de Governo de São Carlos"	"55"	"População"	"Não possui unidade"	"1980-2018"	12707	"2017"
"1237"	"430"	"Ribeirão Branco"	"Região de Governo de Itapeva"	"55"	"População"	"Não possui unidade"	"1980-2018"	17723	"2017"
"1238"	"431"	"Ribeirão Corrente"	"Região de Governo de Franca"	"55"	"População"	"Não possui unidade"	"1980-2018"	4548	"2017"
"1239"	"432"	"Ribeirão do Sul"	"Região de Governo de Ourinhos"	"55"	"População"	"Não possui unidade"	"1980-2018"	4378	"2017"
"1240"	"433"	"Ribeirão Pires"	"Região Metropolitana de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	117395	"2017"
"1241"	"434"	"Ribeirão Preto"	"Região de Governo de Ribeirão Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	661997	"2017"
"1242"	"435"	"Riversul"	"Região de Governo de Itapeva"	"55"	"População"	"Não possui unidade"	"1980-2018"	5817	"2017"
"1243"	"436"	"Rifaina"	"Região de Governo de Franca"	"55"	"População"	"Não possui unidade"	"1980-2018"	3458	"2017"
"1244"	"437"	"Rincão"	"Região de Governo de Araraquara"	"55"	"População"	"Não possui unidade"	"1980-2018"	10466	"2017"
"1245"	"438"	"Rinópolis"	"Região de Governo de Tupã"	"55"	"População"	"Não possui unidade"	"1980-2018"	9776	"2017"
"1246"	"439"	"Rio Claro"	"Região de Governo de Rio Claro"	"55"	"População"	"Não possui unidade"	"1980-2018"	196904	"2017"
"1247"	"440"	"Rio das Pedras"	"Região de Governo de Piracicaba"	"55"	"População"	"Não possui unidade"	"1980-2018"	33041	"2017"
"1248"	"441"	"Rio Grande da Serra"	"Região Metropolitana de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	48076	"2017"
"1249"	"442"	"Riolândia"	"Região de Governo de Votuporanga"	"55"	"População"	"Não possui unidade"	"1980-2018"	11170	"2017"
"1250"	"443"	"Roseira"	"Região de Governo de Guaratinguetá"	"55"	"População"	"Não possui unidade"	"1980-2018"	10339	"2017"
"1251"	"444"	"Rubiácea"	"Região de Governo de Araçatuba"	"55"	"População"	"Não possui unidade"	"1980-2018"	2999	"2017"
"1252"	"445"	"Rubinéia"	"Região de Governo de Jales"	"55"	"População"	"Não possui unidade"	"1980-2018"	2956	"2017"
"1253"	"446"	"Sabino"	"Região de Governo de Lins"	"55"	"População"	"Não possui unidade"	"1980-2018"	5399	"2017"
"1254"	"447"	"Sagres"	"Região de Governo de Adamantina"	"55"	"População"	"Não possui unidade"	"1980-2018"	2365	"2017"
"1255"	"448"	"Sales"	"Região de Governo de Catanduva"	"55"	"População"	"Não possui unidade"	"1980-2018"	5889	"2017"
"1256"	"449"	"Sales Oliveira"	"Região de Governo de São Joaquim da Barra"	"55"	"População"	"Não possui unidade"	"1980-2018"	11255	"2017"
"1257"	"450"	"Salesópolis"	"Região Metropolitana de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	16468	"2017"
"1258"	"451"	"Salmourão"	"Região de Governo de Adamantina"	"55"	"População"	"Não possui unidade"	"1980-2018"	5022	"2017"
"1259"	"452"	"Salto"	"Região de Governo de Sorocaba"	"55"	"População"	"Não possui unidade"	"1980-2018"	112449	"2017"
"1260"	"453"	"Salto de Pirapora"	"Região de Governo de Sorocaba"	"55"	"População"	"Não possui unidade"	"1980-2018"	43043	"2017"
"1261"	"454"	"Salto Grande"	"Região de Governo de Ourinhos"	"55"	"População"	"Não possui unidade"	"1980-2018"	8996	"2017"
"1262"	"455"	"Sandovalina"	"Região de Governo de Presidente Prudente"	"55"	"População"	"Não possui unidade"	"1980-2018"	4059	"2017"
"1263"	"456"	"Santa Adélia"	"Região de Governo de Catanduva"	"55"	"População"	"Não possui unidade"	"1980-2018"	14735	"2017"
"1264"	"457"	"Santa Albertina"	"Região de Governo de Jales"	"55"	"População"	"Não possui unidade"	"1980-2018"	5691	"2017"
"1265"	"458"	"Santa Bárbara d'Oeste"	"Região de Governo de Campinas"	"55"	"População"	"Não possui unidade"	"1980-2018"	186296	"2017"
"1266"	"459"	"Águas de Santa Bárbara"	"Região de Governo de Avaré"	"55"	"População"	"Não possui unidade"	"1980-2018"	5833	"2017"
"1267"	"460"	"Santa Branca"	"Região de Governo de São José dos Campos"	"55"	"População"	"Não possui unidade"	"1980-2018"	14059	"2017"
"1268"	"461"	"Santa Clara d'Oeste"	"Região de Governo de Jales"	"55"	"População"	"Não possui unidade"	"1980-2018"	2035	"2017"
"1269"	"462"	"Santa Cruz da Conceição"	"Região de Governo de Limeira"	"55"	"População"	"Não possui unidade"	"1980-2018"	4247	"2017"
"1270"	"463"	"Santa Cruz das Palmeiras"	"Região de Governo de São João da Boa Vista"	"55"	"População"	"Não possui unidade"	"1980-2018"	32622	"2017"
"1271"	"464"	"Santa Cruz do Rio Pardo"	"Região de Governo de Ourinhos"	"55"	"População"	"Não possui unidade"	"1980-2018"	45452	"2017"
"1272"	"465"	"Santa Ernestina"	"Região de Governo de Araraquara"	"55"	"População"	"Não possui unidade"	"1980-2018"	5534	"2017"
"1273"	"466"	"Santa Fé do Sul"	"Região de Governo de Jales"	"55"	"População"	"Não possui unidade"	"1980-2018"	30353	"2017"
"1274"	"467"	"Santa Gertrudes"	"Região de Governo de Rio Claro"	"55"	"População"	"Não possui unidade"	"1980-2018"	24818	"2017"
"1275"	"468"	"Santa Isabel"	"Região Metropolitana de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	53748	"2017"
"1276"	"469"	"Santa Lúcia"	"Região de Governo de Araraquara"	"55"	"População"	"Não possui unidade"	"1980-2018"	8474	"2017"
"1277"	"470"	"Santa Maria da Serra"	"Região de Governo de Piracicaba"	"55"	"População"	"Não possui unidade"	"1980-2018"	5918	"2017"
"1278"	"471"	"Santa Mercedes"	"Região de Governo de Dracena"	"55"	"População"	"Não possui unidade"	"1980-2018"	2815	"2017"
"1279"	"472"	"Santa Rita d'Oeste"	"Região de Governo de Jales"	"55"	"População"	"Não possui unidade"	"1980-2018"	2446	"2017"
"1280"	"473"	"Santa Rita do Passa Quatro"	"Região de Governo de São Carlos"	"55"	"População"	"Não possui unidade"	"1980-2018"	26419	"2017"
"1281"	"474"	"Santa Rosa de Viterbo"	"Região de Governo de Ribeirão Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	25096	"2017"
"1282"	"475"	"Santana da Ponte Pensa"	"Região de Governo de Jales"	"55"	"População"	"Não possui unidade"	"1980-2018"	1543	"2017"
"1283"	"476"	"Santana de Parnaíba"	"Região Metropolitana de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	129502	"2017"
"1284"	"477"	"Santo Anastácio"	"Região de Governo de Presidente Prudente"	"55"	"População"	"Não possui unidade"	"1980-2018"	20205	"2017"
"1285"	"478"	"Santo André"	"Região Metropolitana de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	688899	"2017"
"1286"	"479"	"Santo Antônio da Alegria"	"Região de Governo de Ribeirão Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	6541	"2017"
"1287"	"480"	"Santo Antônio do Jardim"	"Região de Governo de São João da Boa Vista"	"55"	"População"	"Não possui unidade"	"1980-2018"	5850	"2017"
"1288"	"481"	"Santo Antônio do Pinhal"	"Região de Governo de Taubaté"	"55"	"População"	"Não possui unidade"	"1980-2018"	6580	"2017"
"1289"	"482"	"Santo Antônio de Posse"	"Região de Governo de Campinas"	"55"	"População"	"Não possui unidade"	"1980-2018"	22214	"2017"
"1290"	"483"	"Santo Expedito"	"Região de Governo de Presidente Prudente"	"55"	"População"	"Não possui unidade"	"1980-2018"	2923	"2017"
"1291"	"484"	"Santópolis do Aguapeí"	"Região de Governo de Araçatuba"	"55"	"População"	"Não possui unidade"	"1980-2018"	4555	"2017"
"1292"	"485"	"Santos"	"Região de Governo de Santos"	"55"	"População"	"Não possui unidade"	"1980-2018"	425621	"2017"
"1293"	"486"	"São Bento do Sapucaí"	"Região de Governo de Taubaté"	"55"	"População"	"Não possui unidade"	"1980-2018"	10501	"2017"
"1294"	"487"	"São Bernardo do Campo"	"Região Metropolitana de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	799645	"2017"
"1295"	"488"	"São Caetano do Sul"	"Região Metropolitana de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	150860	"2017"
"1296"	"489"	"São Carlos"	"Região de Governo de São Carlos"	"55"	"População"	"Não possui unidade"	"1980-2018"	236958	"2017"
"1297"	"490"	"São Francisco"	"Região de Governo de Jales"	"55"	"População"	"Não possui unidade"	"1980-2018"	2712	"2017"
"1298"	"491"	"São João da Boa Vista"	"Região de Governo de São João da Boa Vista"	"55"	"População"	"Não possui unidade"	"1980-2018"	86349	"2017"
"1299"	"492"	"São João das Duas Pontes"	"Região de Governo de Fernandópolis"	"55"	"População"	"Não possui unidade"	"1980-2018"	2501	"2017"
"1300"	"493"	"São João do Pau d'Alho"	"Região de Governo de Dracena"	"55"	"População"	"Não possui unidade"	"1980-2018"	2016	"2017"
"1301"	"494"	"São Joaquim da Barra"	"Região de Governo de São Joaquim da Barra"	"55"	"População"	"Não possui unidade"	"1980-2018"	49220	"2017"
"1302"	"495"	"São José do Barreiro"	"Região de Governo de Cruzeiro"	"55"	"População"	"Não possui unidade"	"1980-2018"	4069	"2017"
"1303"	"496"	"São José da Bela Vista"	"Região de Governo de Franca"	"55"	"População"	"Não possui unidade"	"1980-2018"	8624	"2017"
"1304"	"497"	"São José do Rio Pardo"	"Região de Governo de São João da Boa Vista"	"55"	"População"	"Não possui unidade"	"1980-2018"	52839	"2017"
"1305"	"498"	"São José do Rio Preto"	"Região de Governo de São José do Rio Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	437273	"2017"
"1306"	"499"	"São José dos Campos"	"Região de Governo de São José dos Campos"	"55"	"População"	"Não possui unidade"	"1980-2018"	687544	"2017"
"1307"	"500"	"São Luís do Paraitinga"	"Região de Governo de Taubaté"	"55"	"População"	"Não possui unidade"	"1980-2018"	10511	"2017"
"1308"	"501"	"São Manuel"	"Região de Governo de Botucatu"	"55"	"População"	"Não possui unidade"	"1980-2018"	39202	"2017"
"1309"	"502"	"São Miguel Arcanjo"	"Região de Governo de Itapetininga"	"55"	"População"	"Não possui unidade"	"1980-2018"	31809	"2017"
"1310"	"503"	"São Paulo"	"Região Metropolitana de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	11696088	"2017"
"1311"	"504"	"São Pedro"	"Região de Governo de Piracicaba"	"55"	"População"	"Não possui unidade"	"1980-2018"	33486	"2017"
"1312"	"505"	"São Pedro do Turvo"	"Região de Governo de Ourinhos"	"55"	"População"	"Não possui unidade"	"1980-2018"	7308	"2017"
"1313"	"506"	"São Roque"	"Região de Governo de Sorocaba"	"55"	"População"	"Não possui unidade"	"1980-2018"	85059	"2017"
"1314"	"507"	"São Sebastião"	"Região de Governo de Caraguatatuba"	"55"	"População"	"Não possui unidade"	"1980-2018"	83314	"2017"
"1315"	"508"	"São Sebastião da Grama"	"Região de Governo de São João da Boa Vista"	"55"	"População"	"Não possui unidade"	"1980-2018"	11960	"2017"
"1316"	"509"	"São Simão"	"Região de Governo de Ribeirão Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	14689	"2017"
"1317"	"510"	"São Vicente"	"Região de Governo de Santos"	"55"	"População"	"Não possui unidade"	"1980-2018"	350254	"2017"
"1318"	"511"	"Sarapuí"	"Região de Governo de Itapetininga"	"55"	"População"	"Não possui unidade"	"1980-2018"	9782	"2017"
"1319"	"512"	"Sarutaiá"	"Região de Governo de Itapeva"	"55"	"População"	"Não possui unidade"	"1980-2018"	3636	"2017"
"1320"	"513"	"Sebastianópolis do Sul"	"Região de Governo de Votuporanga"	"55"	"População"	"Não possui unidade"	"1980-2018"	3229	"2017"
"1321"	"514"	"Serra Azul"	"Região de Governo de Ribeirão Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	11966	"2017"
"1322"	"515"	"Serra Negra"	"Região de Governo de Bragança Paulista"	"55"	"População"	"Não possui unidade"	"1980-2018"	27164	"2017"
"1323"	"516"	"Serrana"	"Região de Governo de Ribeirão Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	42820	"2017"
"1324"	"517"	"Sertãozinho"	"Região de Governo de Ribeirão Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	119010	"2017"
"1325"	"518"	"Sete Barras"	"Região de Governo de Registro"	"55"	"População"	"Não possui unidade"	"1980-2018"	12666	"2017"
"1326"	"519"	"Severínia"	"Região de Governo de Barretos"	"55"	"População"	"Não possui unidade"	"1980-2018"	16649	"2017"
"1327"	"520"	"Silveiras"	"Região de Governo de Cruzeiro"	"55"	"População"	"Não possui unidade"	"1980-2018"	6080	"2017"
"1328"	"521"	"Socorro"	"Região de Governo de Bragança Paulista"	"55"	"População"	"Não possui unidade"	"1980-2018"	38221	"2017"
"1329"	"522"	"Sorocaba"	"Região de Governo de Sorocaba"	"55"	"População"	"Não possui unidade"	"1980-2018"	637436	"2017"
"1330"	"523"	"Sud Mennucci"	"Região de Governo de Andradina"	"55"	"População"	"Não possui unidade"	"1980-2018"	7639	"2017"
"1331"	"524"	"Sumaré"	"Região de Governo de Campinas"	"55"	"População"	"Não possui unidade"	"1980-2018"	271202	"2017"
"1332"	"525"	"Suzano"	"Região Metropolitana de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	282428	"2017"
"1333"	"526"	"Tabapuã"	"Região de Governo de Catanduva"	"55"	"População"	"Não possui unidade"	"1980-2018"	11759	"2017"
"1334"	"527"	"Tabatinga"	"Região de Governo de Araraquara"	"55"	"População"	"Não possui unidade"	"1980-2018"	15540	"2017"
"1335"	"528"	"Taboão da Serra"	"Região Metropolitana de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	272130	"2017"
"1336"	"529"	"Taciba"	"Região de Governo de Presidente Prudente"	"55"	"População"	"Não possui unidade"	"1980-2018"	5954	"2017"
"1337"	"530"	"Taguaí"	"Região de Governo de Itapeva"	"55"	"População"	"Não possui unidade"	"1980-2018"	12598	"2017"
"1338"	"531"	"Taiaçu"	"Região de Governo de Barretos"	"55"	"População"	"Não possui unidade"	"1980-2018"	5996	"2017"
"1339"	"532"	"Taiúva"	"Região de Governo de Barretos"	"55"	"População"	"Não possui unidade"	"1980-2018"	6313	"2017"
"1340"	"533"	"Tambaú"	"Região de Governo de São João da Boa Vista"	"55"	"População"	"Não possui unidade"	"1980-2018"	22666	"2017"
"1341"	"534"	"Tanabi"	"Região de Governo de São José do Rio Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	24837	"2017"
"1342"	"535"	"Tapiraí"	"Região de Governo de Sorocaba"	"55"	"População"	"Não possui unidade"	"1980-2018"	7749	"2017"
"1343"	"536"	"Tapiratiba"	"Região de Governo de São João da Boa Vista"	"55"	"População"	"Não possui unidade"	"1980-2018"	12635	"2017"
"1344"	"537"	"Taquaritinga"	"Região de Governo de Araraquara"	"55"	"População"	"Não possui unidade"	"1980-2018"	54321	"2017"
"1345"	"538"	"Taquarituba"	"Região de Governo de Itapeva"	"55"	"População"	"Não possui unidade"	"1980-2018"	22947	"2017"
"1346"	"539"	"Tarabai"	"Região de Governo de Presidente Prudente"	"55"	"População"	"Não possui unidade"	"1980-2018"	7070	"2017"
"1347"	"540"	"Tatuí"	"Região de Governo de Itapetininga"	"55"	"População"	"Não possui unidade"	"1980-2018"	116296	"2017"
